Time;pH1_001_PV;O2_flow_001.PV;DO1_001.PV;CO2_flow_001.PV;BioR_temp_001.PV;Air_flow_001.PV;BioR_stirring_001.SP;BioOUT_pump_001.SP;BioIN_pump_001.SP;Base_pump_001.SP
28/09/2024 02:59:33.562;;;;16.0;;;;;;
28/09/2024 02:59:57.974;;;;;37.0;;;;;
28/09/2024 03:00:00.738;;;;;37.1;;;;;
28/09/2024 03:00:05.955;;;91;;;;;;;
28/09/2024 03:00:29.850;;;;18.1;;;;;;
28/09/2024 03:03:02.855;;;;;;184;;;;
28/09/2024 03:03:05.058;;;;;;184;;;;
28/09/2024 03:12:02.393;;;91;;;;;;;
28/09/2024 03:25:37.809;;;;13.9;;;;;;
28/09/2024 03:25:53.218;;;;;36.8;;;;;
28/09/2024 03:32:18.723;;;91;;;;;;;
28/09/2024 03:42:33.635;;;;;37.2;;;;;
28/09/2024 03:47:55.557;7.45;;;;;184;;;;
28/09/2024 03:49:23.359;;;;20.2;;;;;;
28/09/2024 03:59:04.370;;;91;;;;;;;
28/09/2024 03:59:15.992;;;;16.0;;;;;;
28/09/2024 03:59:43.185;;;;;37.0;;;;;
28/09/2024 04:01:05.095;;;;;36.9;;;;;
28/09/2024 04:04:00.398;;;;;;184;;;;
28/09/2024 04:04:00.898;;;;;;184;;;;
28/09/2024 04:04:25.802;;;;;36.8;;;;;
28/09/2024 04:06:11.886;;;;14.5;;;;;;
28/09/2024 04:06:24.905;;;91;;;;;;;
28/09/2024 04:14:41.704;;;;13.4;;;;;;
28/09/2024 04:19:25.634;;;91;;;;;;;
28/09/2024 04:20:24.731;;;;;37.2;;;;;
28/09/2024 04:47:55.583;7.45;;;;;184;;;;
28/09/2024 04:55:23.820;;;91;;;;;;;
28/09/2024 04:57:50.510;;;91;;;;;;;
28/09/2024 04:57:58.694;;;;20.7;;;;;;
28/09/2024 04:58:14.395;;;;16.0;;;;;;
28/09/2024 04:59:59.340;;;;;37.0;;;;;
28/09/2024 05:00:02.833;;;;17.1;;;;;;
28/09/2024 05:00:02.995;;;;;37.1;;;;;
28/09/2024 05:01:03.609;;;91;;;;;;;
28/09/2024 05:01:56.399;;;;;37.2;;;;;
28/09/2024 05:03:01.935;;;91;;;;;;;
28/09/2024 05:04:58.938;;;;;;184;;;;
28/09/2024 05:05:57.553;;;;;36.8;;;;;
28/09/2024 05:07:49.459;;;;20.2;;;;;;
28/09/2024 05:13:26.143;;;;13.6;;;;;;
28/09/2024 05:27:54.174;;;91;;;;;;;
28/09/2024 05:35:25.017;;;;;;184;;;;
28/09/2024 05:35:25.495;;;;;;184;;;;
28/09/2024 05:47:55.586;7.45;;;;;184;;;;
28/09/2024 05:56:55.039;;;;16.1;;;;;;
28/09/2024 05:59:24.438;;;91;;;;;;;
28/09/2024 05:59:46.158;;;;;37.0;;;;;
28/09/2024 06:00:01.469;;;;;37.1;;;;;
28/09/2024 06:00:58.951;;;91;;;;;;;
28/09/2024 06:02:29.375;;;;15.7;;;;;;
28/09/2024 06:05:50.547;;;;;;184;;;;
28/09/2024 06:07:54.384;;;;;37.2;;;;;
28/09/2024 06:24:04.023;;;91;;;;;;;
28/09/2024 06:27:22.930;;;;17.8;;;;;;
28/09/2024 06:36:14.856;;;;;;184;;;;
28/09/2024 06:47:55.653;7.45;;;;;184;;;;
28/09/2024 06:51:21.677;;;;;36.9;;;;;
28/09/2024 06:56:54.571;;;91;;;;;;;
28/09/2024 06:56:59.563;;;;13.2;;;;;;
28/09/2024 06:58:51.581;;;91;;;;;;;
28/09/2024 06:59:45.269;;;;;37.0;;;;;
28/09/2024 06:59:54.119;;;;16.1;;;;;;
28/09/2024 07:00:02.801;;;;;37.1;;;;;
28/09/2024 07:01:11.110;;;91;;;;;;;
28/09/2024 07:06:43.597;;;;;;184;;;;
28/09/2024 07:06:44.101;;;;;;184;;;;
28/09/2024 07:11:04.604;;;;15.1;;;;;;
28/09/2024 07:13:48.001;;;;13.3;;;;;;
28/09/2024 07:28:15.252;;;;;36.8;;;;;
28/09/2024 07:37:10.649;;;;;;184;;;;
28/09/2024 07:43:35.794;;;91;;;;;;;
28/09/2024 07:44:50.279;;;;;37.2;;;;;
28/09/2024 07:47:55.711;7.45;;;;;184;;;;
28/09/2024 07:53:06.000;;;91;;;;;;;
28/09/2024 07:56:21.705;;;91;;;;;;;
28/09/2024 07:57:15.293;;;;21.3;;;;;;
28/09/2024 07:59:24.532;;;;;37.0;;;;;
28/09/2024 07:59:59.517;;;;16.1;;;;;;
28/09/2024 08:00:09.532;;;;;36.9;;;;;
28/09/2024 08:00:49.917;;;91;;;;;;;
28/09/2024 08:01:53.416;;;;15.6;;;;;;
28/09/2024 08:05:03.247;;;91;;;;;;;
28/09/2024 08:07:12.146;;;;;36.8;;;;;
28/09/2024 08:07:38.125;;;;;;184;;;;
28/09/2024 08:07:38.527;;;;;;184;;;;
28/09/2024 08:19:39.866;;;;22.0;;;;;;
28/09/2024 08:42:49.020;;;91;;;;;;;
28/09/2024 08:44:47.411;;;;13.7;;;;;;
28/09/2024 08:47:55.754;7.45;;;;;184;;;;
28/09/2024 08:50:59.947;;;91;;;;;;;
28/09/2024 08:56:29.961;;;;;37.2;;;;;
28/09/2024 08:58:54.331;;;;16.1;;;;;;
28/09/2024 08:59:50.660;;;;;37.0;;;;;
28/09/2024 09:00:03.724;;;;;37.1;;;;;
28/09/2024 09:00:14.426;;;;15.5;;;;;;
28/09/2024 09:03:58.465;;;91;;;;;;;
28/09/2024 09:08:32.554;;;;;;184;;;;
28/09/2024 09:14:13.264;;;;18.5;;;;;;
28/09/2024 09:16:10.759;;;;;36.8;;;;;
28/09/2024 09:19:44.795;;;91;;;;;;;
28/09/2024 09:35:02.406;;;91;;;;;;;
28/09/2024 09:38:43.922;;;;;37.2;;;;;
28/09/2024 09:39:00.430;;;;;;184;;;;
28/09/2024 09:39:00.914;;;;;;184;;;;
28/09/2024 09:39:27.847;;;;13.3;;;;;;
28/09/2024 09:47:55.773;7.45;;;;;184;;;;
28/09/2024 09:59:09.103;;;;16.0;;;;;;
28/09/2024 09:59:49.303;;;;;37.0;;;;;
28/09/2024 09:59:52.356;;;91;;;;;;;
28/09/2024 10:00:19.358;;;91;;;;;;;
28/09/2024 10:00:26.207;;;;;36.9;;;;;
28/09/2024 10:04:03.569;;;;;36.8;;;;;
28/09/2024 10:04:34.974;;;;14.4;;;;;;
28/09/2024 10:09:26.587;;;;;;184;;;;
28/09/2024 10:24:47.416;;;;;37.2;;;;;
28/09/2024 10:35:29.375;;;;13.2;;;;;;
28/09/2024 10:37:53.385;;;;17.5;;;;;;
28/09/2024 10:39:12.584;7.45;;;;;;;;;
28/09/2024 10:39:57.563;;;;;;184;;;;
28/09/2024 10:46:08.868;;;91;;;;;;;
28/09/2024 10:47:55.799;;;;;;184;;;;
28/09/2024 10:56:48.719;;;;16.0;;;;;;
28/09/2024 10:59:04.324;;;;;37.0;;;;;
28/09/2024 10:59:24.009;;;91;;;;;;;
28/09/2024 10:59:54.609;7.45;;;;;;;;;
28/09/2024 11:00:13.925;;;91;;;;;;;
28/09/2024 11:00:14.939;;;;;36.9;;;;;
28/09/2024 11:03:30.126;;;;16.7;;;;;;
28/09/2024 11:08:02.346;7.45;;;;;;;;;
28/09/2024 11:09:39.255;;;;;36.8;;;;;
28/09/2024 11:10:25.455;;;;;;184;;;;
28/09/2024 11:13:39.846;7.45;;;;;;;;;
28/09/2024 11:17:32.060;;;91;;;;;;;
28/09/2024 11:18:56.747;;;;22.2;;;;;;
28/09/2024 11:40:56.123;;;;;;184;;;;
28/09/2024 11:40:56.601;;;;;;184;;;;
28/09/2024 11:47:55.823;7.45;;;;;184;;;;
28/09/2024 11:48:18.904;;;;13.4;;;;;;
28/09/2024 11:56:07.232;;;91;;;;;;;
28/09/2024 11:58:49.360;;;;;37.2;;;;;
28/09/2024 11:59:32.929;;;;16.1;;;;;;
28/09/2024 11:59:45.055;;;91;;;;;;;
28/09/2024 11:59:59.147;;;;;37.1;;;;;
28/09/2024 12:00:14.931;;;;;37.0;;;;;
28/09/2024 12:00:52.568;;;;17.4;;;;;;
28/09/2024 12:00:59.772;;;91;;;;;;;
28/09/2024 12:01:55.673;;;;;37.2;;;;;
28/09/2024 12:11:16.772;;;91;;;;;;;
28/09/2024 12:11:25.683;;;;;;184;;;;
28/09/2024 12:21:18.978;;;;;36.8;;;;;
28/09/2024 12:31:47.013;;;;13.2;;;;;;
28/09/2024 12:41:25.721;;;91;;;;;;;
28/09/2024 12:41:53.546;;;;;;184;;;;
28/09/2024 12:47:03.658;;;;23.6;;;;;;
28/09/2024 12:47:55.864;7.45;;;;;184;;;;
28/09/2024 12:56:02.280;;;91;;;;;;;
28/09/2024 12:56:56.270;;;;16.0;;;;;;
28/09/2024 12:59:55.561;;;;;36.9;;;;;
28/09/2024 13:00:15.377;;;;;37.0;;;;;
28/09/2024 13:00:18.785;;;91;;;;;;;
28/09/2024 13:01:09.189;;;;20.6;;;;;;
28/09/2024 13:02:14.591;;;;;36.9;;;;;
28/09/2024 13:08:06.804;;;;23.1;;;;;;
28/09/2024 13:12:23.715;;;;;;184;;;;
28/09/2024 13:29:31.147;;;91;;;;;;;
28/09/2024 13:30:53.932;;;;13.6;;;;;;
28/09/2024 13:42:55.677;;;;;;184;;;;
28/09/2024 13:47:55.875;7.45;;;;;184;;;;
28/09/2024 13:51:21.092;;;90;;;;;;;
28/09/2024 13:59:05.011;;;91;;;;;;;
28/09/2024 13:59:05.417;;;;16.0;;;;;;
28/09/2024 13:59:30.331;;;;;37.2;;;;;
28/09/2024 13:59:50.603;;;;;37.1;;;;;
28/09/2024 14:00:03.620;;;;;37.0;;;;;
28/09/2024 14:00:03.921;;;;15.2;;;;;;
28/09/2024 14:01:47.421;;;91;;;;;;;
28/09/2024 14:13:24.118;;;;;;184;;;;
28/09/2024 14:13:24.460;;;;;;184;;;;
28/09/2024 14:21:44.448;;;90;;;;;;;
28/09/2024 14:23:40.094;;;;12.0;;;;;;
28/09/2024 14:25:11.451;;;;23.8;;;;;;
28/09/2024 14:29:24.066;;;;;37.3;;;;;
28/09/2024 14:47:55.903;7.45;;;;;184;;;;
28/09/2024 14:49:17.930;;;;;36.8;;;;;
28/09/2024 14:56:06.827;;;91;;;;;;;
28/09/2024 14:59:03.643;;;91;;;;;;;
28/09/2024 14:59:15.362;;;;16.0;;;;;;
28/09/2024 14:59:57.763;;;;;37.0;;;;;
28/09/2024 15:00:09.756;;;;22.0;;;;;;
28/09/2024 15:00:16.660;;;;;36.9;;;;;
28/09/2024 15:01:29.854;;;91;;;;;;;
28/09/2024 15:14:25.271;;;;;;184;;;;
28/09/2024 15:19:35.699;;;91;;;;;;;
28/09/2024 15:19:41.585;;;;22.3;;;;;;
28/09/2024 15:25:01.995;;;90;;;;;;;
28/09/2024 15:35:09.223;;;;;36.8;;;;;
28/09/2024 15:44:53.625;;;;;;184;;;;
28/09/2024 15:46:36.762;;;;;37.2;;;;;
28/09/2024 15:47:55.917;7.45;;;;;184;;;;
28/09/2024 15:58:54.665;;;;14.3;;;;;;
28/09/2024 15:58:55.965;;;;16.1;;;;;;
28/09/2024 15:59:52.678;;;91;;;;;;;
28/09/2024 15:59:59.169;;;;;36.9;;;;;
28/09/2024 16:00:15.392;;;;;37.0;;;;;
28/09/2024 16:01:07.402;;;91;;;;;;;
28/09/2024 16:01:47.884;;;;13.5;;;;;;
28/09/2024 16:11:12.296;;;91;;;;;;;
28/09/2024 16:15:23.737;;;;;;184;;;;
28/09/2024 16:32:31.539;;;;12.8;;;;;;
28/09/2024 16:35:25.860;;;;;36.9;;;;;
28/09/2024 16:43:43.383;;;;21.0;;;;;;
28/09/2024 16:45:55.276;;;;;;184;;;;
28/09/2024 16:46:49.669;7.45;;;;;;;;;
28/09/2024 16:47:55.933;7.45;;;;;184;;;;
28/09/2024 16:51:16.507;;;91;;;;;;;
28/09/2024 16:53:36.005;;;;16.1;;;;;;
28/09/2024 16:58:33.029;;;91;;;;;;;
28/09/2024 16:59:15.033;;;;;37.2;;;;;
28/09/2024 16:59:33.938;;;;;37.0;;;;;
28/09/2024 17:01:53.728;;;;12.8;;;;;;
28/09/2024 17:02:17.611;;;91;;;;;;;
28/09/2024 17:02:37.114;;;;;37.1;;;;;
28/09/2024 17:16:23.154;;;;;;184;;;;
28/09/2024 17:16:23.569;;;;;;184;;;;
28/09/2024 17:24:40.559;;;;;37.2;;;;;
28/09/2024 17:30:41.795;7.45;;;;;;;;;
28/09/2024 17:35:06.784;;;91;;;;;;;
28/09/2024 17:47:55.456;7.45;;;;;184;;;;
28/09/2024 17:49:00.834;;;;;36.8;;;;;
28/09/2024 17:49:36.225;;;;12.3;;;;;;
28/09/2024 17:57:55.361;;;;;37.0;;;;;
28/09/2024 17:59:17.143;;;;20.2;;;;;;
28/09/2024 17:59:18.926;;;;16.0;;;;;;
28/09/2024 17:59:59.853;;;91;;;;;;;
28/09/2024 18:00:54.322;;;;19.5;;;;;;
28/09/2024 18:01:09.760;;;;;37.1;;;;;
28/09/2024 18:01:27.152;;;91;;;;;;;
28/09/2024 18:03:31.778;;;;23.1;;;;;;
28/09/2024 18:06:43.147;7.45;;;;;;;;;
28/09/2024 18:17:22.073;;;;;;184;;;;
28/09/2024 18:17:22.501;;;;;;184;;;;
28/09/2024 18:32:19.913;;;;;37.1;;;;;
28/09/2024 18:44:06.753;;;;12.1;;;;;;
28/09/2024 18:46:53.243;;;91;;;;;;;
28/09/2024 18:47:51.276;;;;;;184;;;;
28/09/2024 18:47:55.520;7.45;;;;;184;;;;
28/09/2024 18:51:11.082;;;91;;;;;;;
28/09/2024 18:53:28.487;;;;;36.9;;;;;
28/09/2024 18:56:50.378;;;91;;;;;;;
28/09/2024 18:59:28.490;;;;;37.0;;;;;
28/09/2024 18:59:55.367;;;;16.0;;;;;;
28/09/2024 19:00:09.289;;;91;;;;;;;
28/09/2024 19:00:46.355;;;;;37.1;;;;;
28/09/2024 19:01:34.369;;;;17.3;;;;;;
28/09/2024 19:02:07.786;;;;;37.2;;;;;
28/09/2024 19:11:14.392;;;;19.3;;;;;;
28/09/2024 19:15:00.299;;;;13.4;;;;;;
28/09/2024 19:18:20.109;;;;;;184;;;;
28/09/2024 19:18:22.343;;;;;;184;;;;
28/09/2024 19:47:55.527;7.45;;;;;;;;;
28/09/2024 19:48:51.601;;;;;;184;;;;
28/09/2024 19:52:47.992;;;;;36.9;;;;;
28/09/2024 19:54:17.875;;;91;;;;;;;
28/09/2024 19:57:08.879;;;91;;;;;;;
28/09/2024 19:58:26.294;;;;16.0;;;;;;
28/09/2024 19:58:45.307;;;;;37.0;;;;;
28/09/2024 20:00:48.437;;;91;;;;;;;
28/09/2024 20:01:10.935;;;;15.7;;;;;;
28/09/2024 20:02:07.822;;;;;37.1;;;;;
28/09/2024 20:05:15.314;;;91;;;;;;;
28/09/2024 20:06:22.510;;;;;37.2;;;;;
28/09/2024 20:06:34.511;;;;18.0;;;;;;
28/09/2024 20:19:19.057;;;;;;184;;;;
28/09/2024 20:37:31.219;;;;11.8;;;;;;
28/09/2024 20:47:55.554;7.45;;91;;;;;;;
28/09/2024 20:49:48.316;;;;;;184;;;;
28/09/2024 20:49:48.817;;;;;;184;;;;
28/09/2024 20:51:57.013;;;;16.0;;;;;;
28/09/2024 20:56:39.312;;;;;36.9;;;;;
28/09/2024 20:57:18.328;;;91;;;;;;;
28/09/2024 20:59:39.753;;;;;37.0;;;;;
28/09/2024 21:00:08.127;;;;;37.1;;;;;
28/09/2024 21:01:16.847;;;;15.6;;;;;;
28/09/2024 21:02:27.945;;;91;;;;;;;
28/09/2024 21:09:18.765;;;91;;;;;;;
28/09/2024 21:13:46.277;;;;;36.9;;;;;
28/09/2024 21:20:13.981;;;;;;184;;;;
28/09/2024 21:21:41.811;;;;;37.2;;;;;
28/09/2024 21:39:08.846;;;;21.7;;;;;;
28/09/2024 21:45:48.962;;;91;;;;;;;
28/09/2024 21:47:55.580;7.45;;;;;;;;;
28/09/2024 21:50:44.540;;;;;;184;;;;
28/09/2024 21:50:45.043;;;;;;184;;;;
28/09/2024 21:50:45.459;;;;;;184;;;;
28/09/2024 21:58:40.665;;;;12.8;;;;;;
28/09/2024 21:58:41.990;;;;16.0;;;;;;
28/09/2024 21:59:24.311;;;91;;;;;;;
28/09/2024 21:59:29.389;;;;;37.0;;;;;
28/09/2024 22:00:11.998;;;;13.5;;;;;;
28/09/2024 22:00:15.774;;;;;36.9;;;;;
28/09/2024 22:01:13.261;;;91;;;;;;;
28/09/2024 22:21:12.917;;;;;;184;;;;
28/09/2024 22:21:13.405;;;;;;184;;;;
28/09/2024 22:21:14.711;;;91;;;;;;;
28/09/2024 22:25:19.942;;;;11.6;;;;;;
28/09/2024 22:25:58.746;;;;;37.2;;;;;
28/09/2024 22:43:29.382;;;;21.2;;;;;;
28/09/2024 22:47:30.293;;;;;36.8;;;;;
28/09/2024 22:47:55.643;7.45;;;;;;;;;
28/09/2024 22:51:41.689;;;;;;184;;;;
28/09/2024 22:52:43.374;;;91;;;;;;;
28/09/2024 22:55:56.820;;;;15.9;;;;;;
28/09/2024 22:59:58.212;;;;;37.2;;;;;
28/09/2024 22:59:59.829;;;91;;;;;;;
28/09/2024 23:00:00.416;;;;;37.0;;;;;
28/09/2024 23:00:41.700;;;91;;;;;;;
28/09/2024 23:03:11.595;;;;16.1;;;;;;
28/09/2024 23:09:28.433;;;;;37.2;;;;;
28/09/2024 23:22:09.580;;;;;;184;;;;
28/09/2024 23:22:10.083;;;;;;184;;;;
28/09/2024 23:24:39.939;;;91;;;;;;;
28/09/2024 23:24:58.960;;;;;36.8;;;;;
28/09/2024 23:38:09.897;;;;22.6;;;;;;
28/09/2024 23:47:55.656;7.45;;;;;;;;;
28/09/2024 23:52:05.124;;;;12.8;;;;;;
28/09/2024 23:52:37.526;;;;;;184;;;;
28/09/2024 23:52:38.415;;;;;;184;;;;
28/09/2024 23:56:25.938;;;91;;;;;;;
28/09/2024 23:58:42.345;;;91;;;;;;;
28/09/2024 23:59:36.743;;;;16.0;;;;;;
28/09/2024 23:59:59.438;;;;;37.0;;;;;
29/09/2024 00:00:04.439;;;;;37.1;;;;;
29/09/2024 00:00:24.460;;;91;;;;;;;
29/09/2024 00:02:35.864;;;;16.4;;;;;;
29/09/2024 00:07:32.470;;;;11.3;;;;;;
29/09/2024 00:10:58.954;;;91;;;;;;;
29/09/2024 00:18:53.886;;;;;37.2;;;;;
29/09/2024 00:20:06.111;;;;23.9;;;;;;
29/09/2024 00:23:03.918;;;;;;184;;;;
29/09/2024 00:23:04.412;;;;;;184;;;;
29/09/2024 00:23:24.784;;;;;36.9;;;;;
29/09/2024 00:47:55.658;7.45;;;;;;;;;
29/09/2024 00:50:36.372;;;91;;;;;;;
29/09/2024 00:53:32.250;;;;;;184;;;;
29/09/2024 00:53:34.570;;;;;;184;;;;
29/09/2024 00:54:51.468;;;91;;;;;;;
29/09/2024 00:59:13.982;;;;;37.0;;;;;
29/09/2024 00:59:56.995;;;;15.9;;;;;;
29/09/2024 01:00:46.064;;;;15.2;;;;;;
29/09/2024 01:01:52.802;;;;;37.1;;;;;
29/09/2024 01:02:59.276;;;91;;;;;;;
29/09/2024 01:05:19.404;;;;;36.9;;;;;
29/09/2024 01:24:02.853;;;;;;184;;;;
29/09/2024 01:33:40.225;;;91;;;;;;;
29/09/2024 01:47:55.674;7.45;;91;;;;;;;
29/09/2024 01:49:44.583;;;;22.4;;;;;;
29/09/2024 01:50:49.586;;;;;37.2;;;;;
29/09/2024 01:54:32.117;;;;;;184;;;;
29/09/2024 01:54:32.600;;;;;;184;;;;
29/09/2024 01:54:33.000;;;;;;184;;;;
29/09/2024 01:57:57.901;;;;;37.0;;;;;
29/09/2024 01:59:35.407;;;;13.3;;;;;;
29/09/2024 01:59:38.109;;;;15.9;;;;;;
29/09/2024 01:59:55.196;;;91;;;;;;;
29/09/2024 02:00:05.994;;;;14.2;;;;;;
29/09/2024 02:00:15.630;;;;;36.9;;;;;
29/09/2024 02:02:18.736;;;;11.0;;;;;;
29/09/2024 02:03:05.113;;;91;;;;;;;
29/09/2024 02:03:52.910;;;91;;;;;;;
29/09/2024 02:04:24.493;;;;;36.9;;;;;
29/09/2024 02:21:13.842;;;;;37.2;;;;;
29/09/2024 02:21:36.162;;;91;;;;;;;
29/09/2024 02:24:59.085;;;;;;184;;;;
29/09/2024 02:47:55.768;7.45;;;;;;;;;
29/09/2024 02:52:53.803;;;;;37.0;;;;;
29/09/2024 02:55:27.925;;;;;;184;;;;
29/09/2024 02:55:30.135;;;;;;184;;;;
29/09/2024 02:55:31.039;;;;;;184;;;;
29/09/2024 02:59:06.647;;;91;;;;;;;
29/09/2024 02:59:41.247;;;;21.5;;;;;;
29/09/2024 02:59:42.643;;;;16.0;;;;;;
29/09/2024 03:01:45.033;;;91;;;;;;;
29/09/2024 03:01:46.850;;;;15.9;;;;;;
29/09/2024 03:02:41.446;;;;;36.9;;;;;
29/09/2024 03:07:17.061;;;91;;;;;;;
29/09/2024 03:08:55.686;;;91;;;;;;;
29/09/2024 03:24:21.910;;;;;37.2;;;;;
29/09/2024 03:25:57.114;;;;;;184;;;;
29/09/2024 03:25:58.989;;;;;;184;;;;
29/09/2024 03:38:54.748;;;;21.7;;;;;;
29/09/2024 03:42:36.329;;;;;36.9;;;;;
29/09/2024 03:47:55.702;7.45;;;;;;;;;
29/09/2024 03:56:25.489;;;;;;184;;;;
29/09/2024 03:56:25.976;;;;;;184;;;;
29/09/2024 03:58:35.999;;;;13.6;;;;;;
29/09/2024 03:58:37.850;;;;15.9;;;;;;
29/09/2024 03:59:53.463;;;91;;;;;;;
29/09/2024 03:59:55.372;;;;;37.0;;;;;
29/09/2024 04:00:11.575;;;;;37.1;;;;;
29/09/2024 04:01:25.664;;;91;;;;;;;
29/09/2024 04:02:12.476;;;91;;;;;;;
29/09/2024 04:03:16.378;;;;15.2;;;;;;
29/09/2024 04:16:46.322;;;;24.5;;;;;;
29/09/2024 04:26:37.217;;;;10.8;;;;;;
29/09/2024 04:26:53.447;;;;;;184;;;;
29/09/2024 04:28:04.234;;;;;37.2;;;;;
29/09/2024 04:37:08.561;7.45;;;;;;;;;
29/09/2024 04:41:23.685;;;91;;;;;;;
29/09/2024 04:47:10.868;;;;;36.8;;;;;
29/09/2024 04:47:55.757;7.45;;;;;;;;;
29/09/2024 04:57:22.197;;;;15.9;;;;;;
29/09/2024 04:57:24.016;;;;;;184;;;;
29/09/2024 04:57:24.903;;;;;;184;;;;
29/09/2024 04:59:09.002;;;;;37.0;;;;;
29/09/2024 04:59:59.691;;;91;;;;;;;
29/09/2024 05:00:08.420;;;;;37.1;;;;;
29/09/2024 05:00:18.184;;;91;;;;;;;
29/09/2024 05:07:11.707;;;;16.8;;;;;;
29/09/2024 05:07:19.940;;;;;37.2;;;;;
29/09/2024 05:13:20.247;;;91;;;;;;;
29/09/2024 05:14:08.853;;;;22.5;;;;;;
29/09/2024 05:25:19.357;7.45;;;;;;;;;
29/09/2024 05:27:49.655;;;;;;184;;;;
29/09/2024 05:27:51.894;;;;;;184;;;;
29/09/2024 05:47:55.769;7.45;;;;;;;;;
29/09/2024 05:52:20.313;;;91;;;;;;;
29/09/2024 05:58:20.733;;;;;;184;;;;
29/09/2024 05:58:58.851;;;;12.1;;;;;;
29/09/2024 05:58:59.752;;;91;;;;;;;
29/09/2024 05:59:00.237;;;;15.9;;;;;;
29/09/2024 05:59:34.132;;;;;36.9;;;;;
29/09/2024 05:59:37.719;;;;;37.0;;;;;
29/09/2024 06:00:18.965;;;91;;;;;;;
29/09/2024 06:00:59.461;;;91;;;;;;;
29/09/2024 06:01:56.637;;;;15.2;;;;;;
29/09/2024 06:02:14.267;;;;;36.8;;;;;
29/09/2024 06:03:13.070;;;;19.2;;;;;;
29/09/2024 06:14:28.088;;;91;;;;;;;
29/09/2024 06:16:59.884;;;;;37.2;;;;;
29/09/2024 06:24:34.218;7.45;;;;;;;;;
29/09/2024 06:26:59.598;;;;12.0;;;;;;
29/09/2024 06:28:47.601;;;;;;184;;;;
29/09/2024 06:39:33.107;;;;;36.8;;;;;
29/09/2024 06:47:55.760;7.45;;;;;;;;;
29/09/2024 06:57:45.544;;;;15.9;;;;;;
29/09/2024 06:59:15.948;;;;;;184;;;;
29/09/2024 06:59:16.458;;;;;;184;;;;
29/09/2024 06:59:49.262;;;91;;;;;;;
29/09/2024 06:59:59.282;;;;;37.1;;;;;
29/09/2024 07:00:23.168;;;;;37.0;;;;;
29/09/2024 07:00:36.064;;;;14.4;;;;;;
29/09/2024 07:01:40.572;;;;;37.2;;;;;
29/09/2024 07:01:58.397;;;91;;;;;;;
29/09/2024 07:15:54.926;7.45;;;;;;;;;
29/09/2024 07:19:46.816;;;;;36.9;;;;;
29/09/2024 07:25:44.011;;;;12.6;;;;;;
29/09/2024 07:29:42.952;;;;;;184;;;;
29/09/2024 07:29:43.431;;;;;;184;;;;
29/09/2024 07:34:16.554;;;;20.0;;;;;;
29/09/2024 07:34:25.968;;;91;;;;;;;
29/09/2024 07:55:43.578;;;91;;;;;;;
29/09/2024 07:56:15.574;7.45;;;;;;;;;
29/09/2024 07:57:07.699;;;;16.2;;;;;;
29/09/2024 07:57:46.406;;;;;;184;;;;
29/09/2024 07:59:06.582;;;91;;;;;;;
29/09/2024 07:59:57.617;;;;;36.9;;;;;
29/09/2024 08:00:00.214;;;;;37.0;;;;;
29/09/2024 08:00:10.402;;;;;;184;;;;
29/09/2024 08:00:21.705;;;91;;;;;;;
29/09/2024 08:00:37.891;7.45;;;;;;;;;
29/09/2024 08:00:41.905;;;;19.1;;;;;;
29/09/2024 08:06:57.825;;;;;;;0;;;
29/09/2024 08:06:58.597;;;;0.0;;;;;;
29/09/2024 08:06:59.014;;;;;;0;;;;
29/09/2024 08:07:08.117;;;;;;;450;;;
29/09/2024 08:07:16.112;;;;;;200;;;;
29/09/2024 08:07:25.109;7.45;;;;;;;;;
29/09/2024 08:11:46.247;;;;;37.3;;;;;
29/09/2024 08:23:02.460;;;93;;;;;;;
29/09/2024 08:25:26.154;;;;;;;;82;71.1;
29/09/2024 08:25:57.561;7.57;;;;;;;;;
29/09/2024 08:47:36.334;;;;;34.7;;;;;
29/09/2024 08:58:56.144;;;;;;188;;;;
29/09/2024 08:59:06.542;;;91;;;;;;;
29/09/2024 08:59:15.550;7.53;;;;;;;;;
29/09/2024 08:59:38.013;;;;11.8;;;;;;
29/09/2024 08:59:47.639;;;;;35.0;;;;;
29/09/2024 09:00:03.720;;;;11.9;;;;;;
29/09/2024 09:00:16.249;7.53;;;;;;;;;
29/09/2024 09:01:04.430;;;;;;188;;;;
29/09/2024 09:02:11.639;;;;;34.9;;;;;
29/09/2024 09:02:20.037;;;;9.6;;;;;;
29/09/2024 09:04:01.746;;;91;;;;;;;
29/09/2024 09:10:01.259;;;91;;;;;;;
29/09/2024 09:12:11.460;;;;;35.2;;;;;
29/09/2024 09:34:35.500;;;;19.7;;;;;;
29/09/2024 09:47:54.346;;;;;34.9;;;;;
29/09/2024 09:48:52.747;;;90;;;;;;;
29/09/2024 09:52:00.358;;;90;;;;;;;
29/09/2024 09:58:17.885;7.49;;;;;;;;;
29/09/2024 09:58:24.183;;;;14.7;;;;;;
29/09/2024 09:58:34.581;;;;;;185;;;;
29/09/2024 09:59:59.279;;;;;35.0;;;;;
29/09/2024 10:00:46.864;;;;16.2;;;;;;
29/09/2024 10:00:48.685;7.49;;;;;;;;;
29/09/2024 10:01:01.373;;;;;34.9;;;;;
29/09/2024 10:01:54.861;;;90;;;;;;;
29/09/2024 10:02:02.399;;;;;;185;;;;
29/09/2024 10:02:04.265;;;;;;185;;;;
